Categoría;Pregunta;Respuesta
Cimientos Corridos;¿El cimiento debe continuar bajo todo muro portante?;Debe existir una ruta continua de apoyo, salvo interrupciones resueltas estructuralmente. Un muro portante no debe apoyarse solo en relleno o contrapiso.
Cimientos Corridos;¿Existe una medida mínima universal para la continuidad debajo de muros portantes?;Debe existir una ruta continua de apoyo, salvo interrupciones resueltas estructuralmente. Un muro portante no debe apoyarse solo en relleno o contrapiso.
Cimientos Corridos;¿Cómo se verifica la continuidad debajo de muros portantes en obra?;Debe existir una ruta continua de apoyo, salvo interrupciones resueltas estructuralmente. Un muro portante no debe apoyarse solo en relleno o contrapiso. Debe revisarse esquinas, cruces, puertas y cambios de nivel.
Cimientos Corridos;¿Qué error frecuente se comete con la continuidad debajo de muros portantes?;El error frecuente es dejar un tramo de muro sin cimentación. Esto puede causar asentamiento localizado.
Cimientos Corridos;¿Qué consecuencias puede tener el error de dejar un tramo de muro sin cimentación?;Este error puede generar asentamiento localizado. La acción correcta es restituir apoyo continuo.
Cimientos Corridos;¿Por qué es importante controlar la continuidad debajo de muros portantes?;Porque una ejecución incorrecta puede causar asentamiento localizado. La referencia correcta es: Debe existir una ruta continua de apoyo, salvo interrupciones resueltas estructuralmente. Un muro portante no debe apoyarse solo en relleno o contrapiso.
Cimientos Corridos;¿Cómo se hace un cimiento corrido en una pendiente?;Se ejecuta mediante tramos horizontales escalonados y transiciones diseñadas, no siguiendo libremente la pendiente.
Cimientos Corridos;¿Existe una medida mínima universal para los cimientos en terreno inclinado?;Se ejecuta mediante tramos horizontales escalonados y transiciones diseñadas, no siguiendo libremente la pendiente.
Cimientos Corridos;¿Cómo se verifica los cimientos en terreno inclinado en obra?;Se ejecuta mediante tramos horizontales escalonados y transiciones diseñadas, no siguiendo libremente la pendiente. Debe revisarse cotas, escalones y suelo de cada tramo.
Cimientos Corridos;¿Qué error frecuente se comete con los cimientos en terreno inclinado?;El error frecuente es vaciar un cimiento inclinado. Esto puede causar deslizamiento y apoyo irregular.
Cimientos Corridos;¿Qué consecuencias puede tener el error de vaciar un cimiento inclinado?;Este error puede generar deslizamiento y apoyo irregular. La acción correcta es replantear y escalonar.
Cimientos Corridos;¿Por qué es importante controlar los cimientos en terreno inclinado?;Porque una ejecución incorrecta puede causar deslizamiento y apoyo irregular. La referencia correcta es: Se ejecuta mediante tramos horizontales escalonados y transiciones diseñadas, no siguiendo libremente la pendiente.
Cimientos Corridos;¿Se puede colocar cualquier piedra en el cimiento?;No. Debe ser dura, limpia, de tamaño compatible y quedar rodeada de concreto, sin contactos que formen vacíos.
Cimientos Corridos;¿Cuál es la forma correcta de resolver la piedra del concreto ciclópeo en una vivienda autoconstruida?;No. Debe ser dura, limpia, de tamaño compatible y quedar rodeada de concreto, sin contactos que formen vacíos.
Cimientos Corridos;¿Cómo se verifica la piedra del concreto ciclópeo en obra?;No. Debe ser dura, limpia, de tamaño compatible y quedar rodeada de concreto, sin contactos que formen vacíos. Debe revisarse limpieza, tamaño, separación y recubrimiento.
Cimientos Corridos;¿Qué error frecuente se comete con la piedra del concreto ciclópeo?;El error frecuente es arrojar piedras grandes y mezcla aguada. Esto puede causar nidos y discontinuidades.
Cimientos Corridos;¿Qué consecuencias puede tener el error de arrojar piedras grandes y mezcla aguada?;Este error puede generar nidos y discontinuidades. La acción correcta es colocar piedra y concreto de forma controlada.
Cimientos Corridos;¿Por qué es importante controlar la piedra del concreto ciclópeo?;Porque una ejecución incorrecta puede causar nidos y discontinuidades. La referencia correcta es: No. Debe ser dura, limpia, de tamaño compatible y quedar rodeada de concreto, sin contactos que formen vacíos.
Cimientos Corridos;¿Se puede atravesar un cimiento con una tubería?;Solo mediante un pase previsto que no reduzca la sección ni interfiera con acero. No debe picarse después.
Cimientos Corridos;¿Existe una medida mínima universal para el paso de tuberías por el cimiento?;Solo mediante un pase previsto que no reduzca la sección ni interfiera con acero. No debe picarse después.
Cimientos Corridos;¿Cómo se verifica el paso de tuberías por el cimiento en obra?;Solo mediante un pase previsto que no reduzca la sección ni interfiera con acero. No debe picarse después. Debe revisarse ubicación, diámetro, manga y plano.
Cimientos Corridos;¿Qué error frecuente se comete con el paso de tuberías por el cimiento?;El error frecuente es romper el cimiento para pasar el desagüe. Esto puede causar debilitamiento y filtración.
Cimientos Corridos;¿Qué consecuencias puede tener el error de romper el cimiento para pasar el desagüe?;Este error puede generar debilitamiento y filtración. La acción correcta es reubicar o diseñar el pase.
Cimientos Corridos;¿Por qué es importante controlar el paso de tuberías por el cimiento?;Porque una ejecución incorrecta puede causar debilitamiento y filtración. La referencia correcta es: Solo mediante un pase previsto que no reduzca la sección ni interfiera con acero. No debe picarse después.
Cimientos Corridos;¿Desde dónde arrancan los fierros de las columnas de confinamiento?;La E.070 establece que la columna de confinamiento se inicia en el borde superior del cimiento, no encima del sobrecimiento, con barras ancladas en la cimentación.
Cimientos Corridos;¿Qué establece el RNE sobre el arranque de columnas desde la cimentación?;La E.070 establece que la columna de confinamiento se inicia en el borde superior del cimiento, no encima del sobrecimiento, con barras ancladas en la cimentación.
Cimientos Corridos;¿Cómo se verifica el arranque de columnas desde la cimentación en obra?;La E.070 establece que la columna de confinamiento se inicia en el borde superior del cimiento, no encima del sobrecimiento, con barras ancladas en la cimentación. Debe revisarse arranques, anclaje y alineamiento.
Cimientos Corridos;¿Qué error frecuente se comete con el arranque de columnas desde la cimentación?;El error frecuente es iniciar las barras sobre el sobrecimiento. Esto puede causar discontinuidad del confinamiento.
Cimientos Corridos;¿Qué consecuencias puede tener el error de iniciar las barras sobre el sobrecimiento?;Este error puede generar discontinuidad del confinamiento. La acción correcta es corregir antes de levantar el muro.
Cimientos Corridos;¿Por qué es importante controlar el arranque de columnas desde la cimentación?;Porque una ejecución incorrecta puede causar discontinuidad del confinamiento. La referencia correcta es: La E.070 establece que la columna de confinamiento se inicia en el borde superior del cimiento, no encima del sobrecimiento, con barras ancladas en la cimentación.
Sobrecimientos, Pisos y Humedad del Terreno;¿Cuál es el ancho mínimo de un sobrecimiento?;"No existe uno universal. Debe ser compatible con el espesor del muro, apoyo y exposición; el muro no debe quedar fuera de la base."
Sobrecimientos, Pisos y Humedad del Terreno;¿Existe una medida mínima universal para el ancho del sobrecimiento?;"No existe uno universal. Debe ser compatible con el espesor del muro, apoyo y exposición; el muro no debe quedar fuera de la base."
Sobrecimientos, Pisos y Humedad del Terreno;¿Cómo se verifica el ancho del sobrecimiento en obra?;"No existe uno universal. Debe ser compatible con el espesor del muro, apoyo y exposición; el muro no debe quedar fuera de la base. Debe revisarse ancho, eje del muro y continuidad."
Sobrecimientos, Pisos y Humedad del Terreno;¿Qué error frecuente se comete con el ancho del sobrecimiento?;El error frecuente es hacerlo más angosto que el muro. Esto puede causar apoyo excéntrico y fisuras.
Sobrecimientos, Pisos y Humedad del Terreno;¿Qué consecuencias puede tener el error de hacerlo más angosto que el muro?;Este error puede generar apoyo excéntrico y fisuras. La acción correcta es ajustar la sección.
Sobrecimientos, Pisos y Humedad del Terreno;¿Por qué es importante controlar el ancho del sobrecimiento?;"Porque una ejecución incorrecta puede causar apoyo excéntrico y fisuras. La referencia correcta es: No existe uno universal. Debe ser compatible con el espesor del muro, apoyo y exposición; el muro no debe quedar fuera de la base."
Sobrecimientos, Pisos y Humedad del Terreno;¿Qué altura mínima debe sobresalir el sobrecimiento?;No hay una altura única. Debe elevar el muro sobre la humedad y el nivel exterior considerando lluvia, patio, vereda y drenaje.
Sobrecimientos, Pisos y Humedad del Terreno;¿Existe una medida mínima universal para la altura del sobrecimiento?;No hay una altura única. Debe elevar el muro sobre la humedad y el nivel exterior considerando lluvia, patio, vereda y drenaje.
Sobrecimientos, Pisos y Humedad del Terreno;¿Cómo se verifica la altura del sobrecimiento en obra?;No hay una altura única. Debe elevar el muro sobre la humedad y el nivel exterior considerando lluvia, patio, vereda y drenaje. Debe revisarse niveles interior y exterior y riesgo de agua.
Sobrecimientos, Pisos y Humedad del Terreno;¿Qué error frecuente se comete con la altura del sobrecimiento?;El error frecuente es iniciar el ladrillo al nivel del patio. Esto puede causar humedad ascendente y salitre.
Sobrecimientos, Pisos y Humedad del Terreno;¿Qué consecuencias puede tener el error de iniciar el ladrillo al nivel del patio?;Este error puede generar humedad ascendente y salitre. La acción correcta es elevar y proteger la base.
Sobrecimientos, Pisos y Humedad del Terreno;¿Por qué es importante controlar la altura del sobrecimiento?;Porque una ejecución incorrecta puede causar humedad ascendente y salitre. La referencia correcta es: No hay una altura única. Debe elevar el muro sobre la humedad y el nivel exterior considerando lluvia, patio, vereda y drenaje.
